Code RNCP/RS,Type de répertoire,Intitulé,Certificateurs,Niveau de qualification,Abrégé de diplôme public,Code(s) NSF,Code(s) ROME,Formacode(s),Statut,Date d'échéance de l'enregistrement,Ouverture à l'apprentissage,Ancienne(s) fiche(s),Nouvelle(s) fiche(s),Code,Metiers,Categorie_x,Lettre RIASEC Principale,Lettre RIASEC Secondaire,Lettre RIASEC tertiaire,Categorie_y,SIRET,code UAI,n° SIRET,type d'établissement,nom,statut,adresse,CP,commune,téléphone,académie,région,longitude (X),latitude (Y),journées portes ouvertes,URL et ID Onisep,Niveau attendu
RNCP39420,RNCP,Grade_Licence - Sciences et Ingénierie - spécialité Géosciences et environnement,"INSTITUT POLYTECHNIQUE UNILASALLE - 78050719000012, MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE - 11004401300040",Niveau 6,Grade_Licence,"117 : Sciences de la terre, 231 : Mines et carrières, génie civil, topographie, 343 : Nettoyage, assainissement, protection de l'environnement","F1201 : Conduite de travaux du BTP et de travaux paysagers, F1203 : Direction et ingénierie d''exploitation de gisements et de carrières, H1303 : Intervention technique en Hygiène Sécurité Environnement -HSE- industriel, M1808 : Information géographique, ","12232 : Géomatique, 12227 : Hydrogéologie, 22254 : BTP conception organisation, 32062 : Recherche développement",Active,2027-08-31,Oui,RNCP36566 - Grade_Licence - Sciences et Ingénierie - spécialité géologie et environnement,,F1201,Conducteur / Conductrice de travaux,"J'ai envie de créer, construire, rénover",R,A,I,BTP,78050719000012,0600071B,78050719000012,École d'ingénieurs,Institut polytechnique UniLaSalle - campus de Beauvais,privé sous contrat,19 rue Pierre Waguet,60026,Beauvais,03 44 06 25 25,Amiens,Hauts-de-France,2.06764,49.4599,le 01/02/2025 de 09h00 à 17h00 (inscription en ligne obligatoire) voir https://www.unilasalle.fr/nos-rendez-vous-orientation-admissions | le 08/03/2025 de 09h00 à 17h00 (inscription en ligne obligatoire) voir https://www.unilasalle.fr/nos-rendez-vous-orientation-admissions,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17183,Bac
RNCP39422,RNCP,DIPLOVIS - Diplome en gestion et marketing ,"GROUPE SUP DE CO AMIENS PICARDIE - 41801924600010, MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE - 11004401300040",Niveau 6,DIPLOVIS,310 : Spécialités plurivalentes des échanges et de la gestion,"M1502 : Développement des ressources humaines, C1203 : Relation clients banque/finance, M1703 : Management et gestion de produit, M1705 : Marketing, M1203 : Comptabilité","34052 : Marketing, 32154 : Encadrement management, 32054 : Gestion organisations, 31637 : Organisation travail",Active,2029-08-31,Oui,RNCP34884 - DIPLOVIS - Diplôme en gestion et marketing,,M1502,Chargé / Chargée de recrutement,J'ai le sens du contact,S,E,A,Ressources humaines,41801924600010,0800080C,41801924600010,Grande école de commerce,École supérieure de commerce d'Amiens,privé reconnu par l'Etat,18 place Saint Michel,80038,Amiens,03 22 82 23 00,Amiens,Hauts-de-France,2.3029124736786,49.895221866712,le 25/01/2025 de 10h00 à 13h00 | le 22/02/2025 de 10h00 à 13h00 | le 22/03/2025 de 10h00 à 13h00 | le 05/04/2025 de 10h00 à 13h00,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10472,Bac
RNCP39428,RNCP,DIPLOVIS - Diplôme d’études supérieures en commerce et gestion,"EGC D'OCCITANIE - 78914517400015, MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE - 11004401300040",Niveau 6,DIPLOVIS,"310 : Spécialités plurivalentes des échanges et de la gestion, 312 : Commerce, vente","D1402 : Relation commerciale grands comptes et entreprises, M1704 : Management relation clientèle, M1705 : Marketing, M1204 : Contrôle de gestion, M1707 : Stratégie commerciale","32054 : Gestion organisations, 34554 : Commerce, 34052 : Marketing",Active,2029-05-31,Oui,RNCP34609 - DIPLOVIS - Diplôme d'Etudes Supérieures en Commerce et Gestion de l'EGC d'Occitanie,,D1402,Commercial / Commerciale grands comptes et entreprises,J'ai le sens des affaires,E,C,S,Commerce de gros,78914517400015,0121367W,78914517400015,École de gestion et de commerce,EGC Business School - campus de Rodez,privé reconnu par l'Etat,"5 rue de Bruxelles, Campus XIIe avenue",12000,Rodez,05 65 75 56 86,Toulouse,Occitanie,2.57614,44.3511,le 01/02/2025 de 10h00 à 16h00 voir https://www.egc-occitanie.fr/journee-porte-ouverte-jpo/,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4627,Bac
RNCP39438,RNCP,DIPLOVIS - Finance,"ECOLE SUP LIBRE SCIENC COM APPLIQUEES - 78430830600074, MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE - 11004401300040",Niveau 6,DIPLOVIS,"313 : Finances, banque, assurances, immobilier, 314 : Comptabilite, gestion","C1205 : Conseil en gestion de patrimoine financier, M1201 : Analyse et ingénierie financière, M1202 : Audit et contrôle comptables et financiers, M1206 : Management de groupe ou de service comptable, M1207 : Trésorerie et financement","32626 : Analyse financière, 32663 : Comptabilité, 41003 : Gestion portefeuille, 32652 : Contrôle gestion",Active,2027-08-31,Oui,,,C1205,Conseiller / Conseillère en gestion de patrimoine,J'ai le sens des affaires,E,C,S,Immobilier,78430830600074,0752790A,78430830600074,École de gestion et de commerce,ESLSCA Business School Paris,privé reconnu par l'Etat,15 rue de Cambrai,75019,Paris,01 45 51 32 59,Paris,Ile-de-France,2.3776586,48.8942759,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9550,Bac
RNCP39439,RNCP,Grade_Licence - Management et nouvelles technologies,"INSTITUT MINES TELECOM - INSTITUT MINES-TELECOM BUSINESS SCHOOL - 18009202500063, MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE - 11004401300040",Niveau 6,Grade_Licence,"200w : Technologies industrielles fondamentales (commercialisation), 312 : Commerce, vente, 314 : Comptabilite, gestion","H1401 : Management et ingénierie gestion industrielle et logistique, D1406 : Management en force de vente, H1402 : Management et ingénierie méthodes et industrialisation, M1302 : Direction de petite ou moyenne entreprise, M1707 : Stratégie commerciale","32680 : Calcul rentabilité, 46301 : Communication entreprise, 31024 : Méthode agile, 34085 : Stratégie commerciale, 34052 : Marketing",Active,2027-08-31,Oui,RNCP37130 - Grade_Licence - Management et nouvelles technologies,,H1401,Responsable ordonnancement-lancement-planification en industrie,J'ai le sens des affaires,E,C,S,Industries,18009202500063,0912255G,18009202500063,Grande école de commerce,Institut Mines - Télécom Business School,public,9 rue Charles Fourier,91011,Evry-Courcouronnes,01 60 76 40 40,Versailles,Ile-de-France,2.4430686235428,48.625122634847,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10013,Bac
RNCP39440,RNCP,DIPLOVIS - Diplôme d'études supérieures en management des industries créatives,"ESC DIJON-BOURGOGNE - 82394575300015, MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE - 11004401300040",Niveau 6,DIPLOVIS,310 : Spécialités plurivalentes des échanges et de la gestion,"K1602 : Gestion de patrimoine culturel, M1703 : Management et gestion de produit, E1104 : Conception de contenus multimédias",32096 : Gestion entreprise culturelle,Active,2028-08-31,Oui,,,K1602,Conservateur / Conservatrice du patrimoine,J'ai le sens du service public,S,C,E,Culture et patrimoine,82394575300015,0210099U,82394575300015,Grande école de commerce,Burgundy School of Business,privé reconnu par l'Etat,29 rue Sambin,21006,Dijon,03 80 72 59 00,Dijon,Bourgogne-Franche-Comté,5.04106,47.3278,le 01/02/2025 de 10h00 à 16h00,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8853,Bac
RNCP39442,RNCP,DipViGrL - Diplôme en management,"ECOLE DES DIRIGEANTS ET CREATEURS D'ENTREPRISES - 40249993300032, MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE - 11004401300040",Niveau 6,DipViGrL,"310m : Spécialités plurivalentes des échanges et de la gestion, 312m : Commerce, vente, 320 : Spécialites plurivalentes de la communication et de l'information","M1202 : Audit et contrôle comptables et financiers, M1205 : Direction administrative et financière, M1705 : Marketing, M1302 : Direction de petite ou moyenne entreprise, M1707 : Stratégie commerciale","32154 : Encadrement management, 32054 : Gestion organisations, 34052 : Marketing, 34026 : Développement sens commercial",Active,2027-08-31,Oui,RNCP36037 - DIPLOVIS - Responsable en gestion et management des entreprises  ,,M1202,Expert-comptable / Experte-comptable,J'ai le souci du détail,C,I,R,Comptabilité,40249993300032,0922007G,40249993300032,Grande école de commerce,EDC Paris Business School,privé reconnu par l'Etat,74-80 rue Roque de Fillol,92807,Puteaux,01 46 93 02 70,Versailles,Ile-de-France,2.244628071785,48.884927886418,le 19/02/2025 de 17h00 à 20h00 | le 15/03/2025 de 10h00 à 17h00 | le 17/04/2025 de 17h00 à 20h00,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11125,Bac
RNCP39468,RNCP,Grade_Licence - Cadre technique génie de l’environnement marin,"CONSERVATOIRE NATIONAL DES ARTS ET METIERS - 19753471200017, MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE - 11004401300040",Niveau 6,Grade_Licence,"111g : Physique-chimie de l'environnement, 113g : Sciences (biologie-géologie) de l'environnement, des écosystèmes, 118 : Sciences de la vie","A1301 : Conseil et assistance technique en agriculture, A1303 : Ingénierie en agriculture et environnement naturel, A1204 : Protection du patrimoine naturel, H1210 : Intervention technique en études, recherche et développement","12254 : Sciences de la terre, 12061 : Biologie marine, 12524 : Biodiversité, 21354 : Pêche aquaculture, 12547 : Protection milieu naturel",Active,2029-08-31,Oui,,,A1301,Technicien / Technicienne de culture maraîchère,J'ai le souci du détail,C,I,R,"Agriculture, sylviculture",19753471200017,0753471R,19753471200017,Université,Conservatoire national des arts et métiers,public,292 rue Saint-Martin,75141,Paris,01 40 27 20 00,Paris,Ile-de-France,2.3549052,48.8666007,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.223,Bac
RNCP39469,RNCP,Grade_Licence - Cadre technique production et valorisation des ressources marines,"CONSERVATOIRE NATIONAL DES ARTS ET METIERS - 19753471200017, MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE - 11004401300040",Niveau 6,Grade_Licence,"113f : Sciences des ressources agro-alimentaires, 213s : Pêche, exploitation forestière","A1404 : Aquaculture, A1204 : Protection du patrimoine naturel, A1501 : Aide aux soins animaux, H1210 : Intervention technique en études, recherche et développement, H1503 : Intervention technique en laboratoire d''analyse industrielle","12061 : Biologie marine, 21347 : Aquaculture, 21336 : Gestion exploitation pêche aquaculture, 21567 : Transformation produit mer, 12241 : Océanographie",Active,2029-08-31,Oui,,,A1404,Aquaculteur / Aquacultrice,J'aime l'activité physique,R,E,S,"Élevage, pêche",19753471200017,0753471R,19753471200017,Université,Conservatoire national des arts et métiers,public,292 rue Saint-Martin,75141,Paris,01 40 27 20 00,Paris,Ile-de-France,2.3549052,48.8666007,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.223,Bac
RNCP39470,RNCP,Grade_Licence - Océanographe-prospecteur,"CONSERVATOIRE NATIONAL DES ARTS ET METIERS - 19753471200017, MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE - 11004401300040",Niveau 6,Grade_Licence,"115b : Méthodes et modèles en sciences physiques ; Méthodes de mesures physiques, 117 : Sciences de la terre, 231 : Mines et carrières, génie civil, topographie","M1808 : Information géographique, F1105 : Études géologiques, F1107 : Mesures topographiques, M1809 : Information météorologique, H1210 : Intervention technique en études, recherche et développement","12241 : Océanographie, 12256 : Prospection géologique, 12233 : Géophysique, 12232 : Géomatique",Active,2029-08-31,Oui,,,M1808,Cartographe,J'ai le souci du détail,C,I,R,Recherche,19753471200017,0753471R,19753471200017,Université,Conservatoire national des arts et métiers,public,292 rue Saint-Martin,75141,Paris,01 40 27 20 00,Paris,Ile-de-France,2.3549052,48.8666007,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.223,Bac
RNCP39544,RNCP,Grade_Licence - Sciences et Ingénierie - Biotechnologie,"ASS DE L ECOLE DE BIOLOGIE INDUSTRIELLE - 38859163800035, MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE - 11004401300040",Niveau 6,Grade_Licence,"118b : Modèles d'analyse biologique ; Informatique en biologie, 200 : Technologies industrielles fondamentales, 200r : Contrôle qualité de produits et procédés industriels","H1210 : Intervention technique en études, recherche et développement, H1303 : Intervention technique en Hygiène Sécurité Environnement -HSE- industriel, H1503 : Intervention technique en laboratoire d''analyse industrielle, H2301 : Conduite d''équipement ","11502 : Méthode physico-chimique analyse, 31354 : Qualité industrielle, 42866 : Santé sécurité travail, 12075 : Prévention sécurité biologie",Active,2027-08-31,Non,RNCP37688 - Grade_Licence - Sciences et Ingénierie - Biotechnologie,,H1210,Technicien / Technicienne R&D,J'ai le souci du détail,C,I,R,Recherche,38859163800035,0951820M,38859163800035,École d'ingénieurs,Ecole de biologie industrielle,privé reconnu par l'Etat,49 avenue des Genottes,95895,Cergy,01 85 76 66 90,Versailles,Ile-de-France,2.03865,49.0526,le 25/01/2025 | le 19/02/2025 | le 08/03/2025 | le 24/05/2025,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7967,Bac
RNCP39548,RNCP,Grade_Licence - Sciences et Ingénierie - Multimédia et technologie de l’information,"EFREI PARIS - 39889833800023, MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE - 11004401300040",Niveau 6,Grade_Licence,"326 : Informatique, traitement de l'information, réseaux de transmission","M1802 : Expertise et support en systèmes d''information, E1205 : Réalisation de contenus multimédias, E1104 : Conception de contenus multimédias, M1805 : Études et développement informatique, E1101 : Animation de site multimédia","31090 : Programmation web, 31010 : Architecture web, 15004 : Communication professionnelle, 46347 : Stratégie communication numérique",Active,2027-08-31,Oui,RNCP36192 - Grade_Licence - Sciences et Ingénierie - Stratégie Digitale et Innovation ,,M1802,Expert / Experte systèmes et réseaux informatiques,J'ai le souci du détail,C,I,R,Informatique,39889833800023,0941934S,39889833800023,École d'ingénieurs,EFREI Paris - campus de Villejuif,privé reconnu par l'Etat,30-32 avenue de la République,94800,Villejuif,01 88 28 90 01,Créteil,Ile-de-France,2.36402,48.7886,le 25/01/2025 de 10h00 à 16h00 | le 15/02/2025 de 09h30 à 14h00 | le 08/03/2025 de 09h30 à 14h00 | le 17/05/2025 de 09h30 à 14h00 | le 07/06/2025 de 09h30 à 14h00 | le 05/07/2025 de 09h30 à 14h00,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1434,Bac
RNCP39549,RNCP,Grade_Licence - Sciences et Ingénierie - Informatique,"EFREI PARIS - 39889833800023, MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE - 11004401300040",Niveau 6,Grade_Licence,"326 : Informatique, traitement de l'information, réseaux de transmission","M1802 : Expertise et support en systèmes d''information, M1805 : Études et développement informatique","46261 : Site internet pour mobile, 71454 : logiciel conception web, 31006 : Sécurité informatique, 31089 : Programmation application mobile",Active,2027-08-31,Oui,RNCP36193 - Grade_Licence - Sciences et Ingénierie - Concepteur Developpeur Programmation Globale ,,M1802,Expert / Experte systèmes et réseaux informatiques,J'ai le souci du détail,C,I,R,Informatique,39889833800023,0941934S,39889833800023,École d'ingénieurs,EFREI Paris - campus de Villejuif,privé reconnu par l'Etat,30-32 avenue de la République,94800,Villejuif,01 88 28 90 01,Créteil,Ile-de-France,2.36402,48.7886,le 25/01/2025 de 10h00 à 16h00 | le 15/02/2025 de 09h30 à 14h00 | le 08/03/2025 de 09h30 à 14h00 | le 17/05/2025 de 09h30 à 14h00 | le 07/06/2025 de 09h30 à 14h00 | le 05/07/2025 de 09h30 à 14h00,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1434,Bac
RNCP39550,RNCP,Grade_Licence - Sciences et Ingénierie - Génie énergétique et environnement ,"FONDATION E.P.F. (ECOLE POLYTECHNIQUE FEMININE) - 39110158100067, MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE - 11004401300040",Niveau 6,Grade_Licence,"227 : Energie, génie climatique, 255 : Electricite, électronique","F1103 : Contrôle et diagnostic technique du bâtiment, F1106 : Ingénierie et études du BTP, I1102 : Management et ingénierie de maintenance industrielle, I1308 : Maintenance d''installation de chauffage, H1206 : Management et ingénierie études, recherche e","24162 : Gestion énergie, 24147 : Énergie renouvelable, 24469 : Capteur, 11470 : Transfert thermique",Active,2027-08-31,Oui,RNCP36316 - Grade_Licence - Sciences et ingénierie - Assistant ingénieur Efficacité Energétique,,F1103,Diagnostiqueur / Diagnostiqueuse immobilier,"J'aime faire respecter la loi, les règles",C,E,S,Normes,39110158100067,0942500G,39110158100067,École d'ingénieurs,EPF école d'ingénieurs généralistes - site de Paris-Cachan,privé reconnu par l'Etat,55 avenue du président Wilson,94330,Cachan,01 41 13 01 51,Créteil,Ile-de-France,2.3312674,48.7945074,le 01/02/2025 voir https://www.epf.fr/journees-portes-ouvertes | le 01/03/2025 de 09h30 à 16h00 voir https://www.epf.fr/journees-portes-ouvertes | le 07/06/2025 voir https://www.epf.fr/journees-portes-ouvertes,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16163,Bac
RNCP39558,RNCP,Grade_Licence - Concepteur en modélisation des informations du bâtiment (« building information modeling ») en sciences et techniques pour l’architecture,"ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE PARIS LA VILLETTE - 19751875600014, MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE - 11004401300040",Niveau 6,Grade_Licence,"230p : Coordination de chantiers tous corps d état, 232r : Contrôle des normes de construction et de sécurité, 341p : Gestion de l'espace et mise en oeuvre des projets","F1106 : Ingénierie et études du BTP, F1104 : Dessin BTP et paysage","22252 : Dessin BTP, 22237 : Qualité BTP, 22223 : Architecture",Active,2029-08-31,Oui,,,F1106,Ingénieur / Ingénieure d'études BTP,"J'ai envie de créer, construire, rénover",R,A,I,Étude des sols et des bâtiments,19751875600014,0751875F,19751875600014,école d'architecture,Ecole nationale supérieure d'architecture Paris La Villette,public,144 rue de Flandre,75019,Paris,01 44 65 23 00,Paris,Ile-de-France,2.38097,48.8936,le 01/02/2025 de 09h30 à 17h30 (page dédiée à la JPO sur le site de l'école),https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15687,Bac
